1.559e+09,-0.80264,1.3562,-0.9672,-0.003213,-0.013117,0.072252,-0.15313,-0.97707,-0.14794,-0.012322,0.007725,0.004109,-7.3962,-43.615,10.748,0,0,0,0,0,0,0
1.559e+09,-0.8109,1.3553,-0.9596,0.006189,-0.052226,0.10605,-0.155,-0.97687,-0.14729,0.009768,0.004705,0.009289,-7.5188,-43.589,10.765,0,0,0,0,0,0,0
1.559e+09,-0.81835,1.3543,-0.95313,0.003045,-0.05756,0.062223,-0.15683,-0.97665,-0.14682,-0.002718,0.013594,0.002577,-7.5705,-43.572,10.8,0,0,0,0,0,0,0
1.559e+09,-0.82302,1.3535,-0.94952,-0.008566,-0.04275,0.029259,-0.15809,-0.97648,-0.14663,-0.010958,0.013449,0.00278,-7.5947,-43.566,10.806,0,0,0,0,0,0,0
1.559e+09,-0.83145,1.3518,-0.94175,-0.022341,-0.01729,0.043377,-0.16053,-0.97611,-0.14639,-0.023687,-0.004522,0.008388,-7.6809,-43.549,10.815,0,0,0,0,0,0,0
1.559e+09,-0.83518,1.3508,-0.93799,-0.002079,0.002716,0.062803,-0.16181,-0.97589,-0.14645,-0.005102,0.000307,0.005341,-7.7543,-43.536,10.814,0,0,0,0,0,0,0
1.559e+09,-0.8387,1.3498,-0.93476,-0.010776,-0.04584,0.077277,-0.16307,-0.97567,-0.14655,0.006512,-0.012351,-0.004377,-7.79,-43.528,10.82,0,0,0,0,0,0,0
1.559e+09,-0.83409,1.3485,-0.94081,-0.072709,-0.10577,0.072378,-0.16331,-0.97539,-0.14813,0.020866,-0.00024,-0.016344,-7.8278,-43.531,10.782,0,0,0,0,0,0,0
1.559e+09,-0.83206,1.3462,-0.94484,-0.097036,-0.079287,0.025636,-0.16467,-0.97488,-0.14997,-0.006979,0.00903,0.000713,-7.8246,-43.551,10.704,0,0,0,0,0,0,0
1.559e+09,-0.83339,1.345,-0.94452,-0.02549,-0.021562,0.002761,-0.1657,-0.97462,-0.15051,-0.017166,0.000961,0.007502,-7.851,-43.56,10.647,0,0,0,0,0,0,0
1.559e+09,-0.83989,1.3441,-0.93832,0.052207,-0.01454,0.024247,-0.16734,-0.97442,-0.15003,-0.021697,0.006627,-0.004797,-7.9038,-43.548,10.658,0,0,0,0,0,0,0
1.559e+09,-0.84589,1.3438,-0.93215,0.060769,0.005515,0.036192,-0.16844,-0.97436,-0.1492,-0.003041,-0.00915,-0.009814,-7.9658,-43.53,10.683,0,0,0,0,0,0,0
1.559e+09,-0.84747,1.3436,-0.93067,0.020144,-0.036517,0.059243,-0.16882,-0.97431,-0.14907,0.013458,-0.017695,-0.017088,-7.9924,-43.519,10.709,0,0,0,0,0,0,0
1.559e+09,-0.84749,1.3428,-0.93153,-0.01077,-0.057522,0.040865,-0.16943,-0.97412,-0.1496,0.008313,-0.005889,-0.013016,-8.0139,-43.518,10.697,0,0,0,0,0,0,0
