1.559e+09,1.4108,1.3379,2.5535,-0.016408,-0.076844,-0.042865,0.22786,-0.973,-0.036759,0.007009,0.016122,-0.001128,11.887,-42.308,20.556,0,0,0,0,0,0,0
1.559e+09,1.407,1.3366,2.5572,-0.039565,0.009976,-0.027107,0.22892,-0.97271,-0.037826,0.008648,0.020669,-0.0103,11.931,-42.305,20.537,0,0,0,0,0,0,0
1.559e+09,1.4046,1.3349,2.5595,0.004971,-0.029327,0.000305,0.23052,-0.9723,-0.038662,0.025786,-0.003347,-0.005482,12.011,-42.315,20.469,0,0,0,0,0,0,0
1.559e+09,1.4028,1.3345,2.5607,-0.03759,-0.008972,0.032492,0.23084,-0.9722,-0.039149,0.010039,0.016882,0.003565,12.064,-42.308,20.452,0,0,0,0,0,0,0
1.559e+09,1.3958,1.3352,2.5687,-0.089561,0.057922,0.052308,0.22989,-0.97237,-0.040651,-0.004918,0.010117,-0.00717,12.049,-42.331,20.413,0,0,0,0,0,0,0
1.559e+09,1.389,1.3359,2.5769,-0.072478,0.058841,0.020303,0.2289,-0.97254,-0.042089,-0.011567,0.008932,0.001378,11.965,-42.397,20.326,0,0,0,0,0,0,0
1.559e+09,1.3828,1.3362,2.5842,-0.089513,0.050449,0.003128,0.22835,-0.97261,-0.043443,-0.008764,0.005751,-0.006544,11.945,-42.408,20.315,0,0,0,0,0,0,0
1.559e+09,1.3732,1.3358,2.5951,-0.088383,0.068402,-0.003105,0.22835,-0.97251,-0.045706,-0.003538,0.00571,-0.018427,11.888,-42.472,20.212,0,0,0,0,0,0,0
1.559e+09,1.3661,1.3353,2.6037,-0.048997,0.067129,-0.008424,0.22847,-0.97239,-0.047434,-0.004505,0.009534,-0.012578,11.861,-42.53,20.108,0,0,0,0,0,0,0
1.559e+09,1.363,1.3349,2.6079,-0.033078,0.053305,-0.007476,0.22872,-0.9723,-0.048219,-0.000314,0.007193,-0.006758,11.855,-42.541,20.087,0,0,0,0,0,0,0
1.559e+09,1.36,1.3344,2.6122,-0.052231,0.055518,-0.008538,0.22898,-0.9722,-0.049006,-0.001377,0.009185,-0.003011,11.839,-42.563,20.051,0,0,0,0,0,0,0
1.559e+09,1.3539,1.3341,2.619,-0.078954,0.021833,-0.008882,0.22902,-0.97211,-0.050456,-0.008434,0.002739,-0.005162,11.827,-42.586,20.009,0,0,0,0,0,0,0
1.559e+09,1.3479,1.3341,2.6261,-0.061802,0.057676,-0.011725,0.22867,-0.97212,-0.051842,-0.009983,-0.003525,-0.00071,11.798,-42.639,19.911,0,0,0,0,0,0,0
1.559e+09,1.3437,1.3341,2.6319,-0.067016,0.09259,-0.00819,0.22851,-0.97211,-0.052797,-0.018012,-0.006147,-0.005095,11.798,-42.639,19.911,0,0,0,0,0,0,0
1.559e+09,1.3372,1.3343,2.6408,-0.058379,0.12848,-0.012107,0.22794,-0.97216,-0.054226,-0.020423,-0.005437,-0.016453,11.719,-42.695,19.839,0,0,0,0,0,0,0
1.559e+09,1.3329,1.3345,2.6475,-0.032889,0.10188,-0.034757,0.2275,-0.97221,-0.055171,-0.014398,-0.006165,-0.009328,11.621,-42.752,19.774,0,0,0,0,0,0,0
1.559e+09,1.3309,1.3335,2.651,-0.061699,0.068166,-0.062861,0.22838,-0.97197,-0.055866,-0.00955,-0.01085,-0.004742,11.606,-42.762,19.761,0,0,0,0,0,0,0
