timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1558974945.105707,-1.113917,1.328836,-0.690404,-0.025893,-0.033511,0.013039,-0.215031,-0.970870,-0.105702,0.012821,0.012130,0.008946,-13.455896,-37.509884,13.818050,,,,,,,
1558974945.125713,-1.110379,1.328325,-0.693688,-0.083140,0.043971,0.026545,-0.215100,-0.970748,-0.106683,0.013073,0.007796,0.012002,-13.468253,-37.509312,13.807566,,,,,,,
1558974945.145684,-1.103288,1.327225,-0.699471,-0.126639,0.091778,0.035508,-0.215291,-0.970483,-0.108686,0.001515,0.002679,0.006163,-13.478841,-37.525013,13.754473,,,,,,,
1558974945.165676,-1.093980,1.325335,-0.707031,-0.135100,0.103434,0.024937,-0.215899,-0.970025,-0.111527,-0.005109,0.005899,0.004731,-13.542604,-37.554722,13.609983,,,,,,,
1558974945.185686,-1.085148,1.323272,-0.714638,-0.091636,0.045056,0.015874,-0.216675,-0.969522,-0.114364,-0.007263,0.000543,-0.009568,-13.561146,-37.558170,13.581985,,,,,,,
1558974945.205661,-1.079912,1.322360,-0.719627,-0.047030,0.005685,-0.002617,-0.216853,-0.969298,-0.115913,-0.000417,0.006545,-0.002205,-13.628009,-37.589821,13.426597,,,,,,,
1558974945.225669,-1.076549,1.322226,-0.722690,-0.041613,0.033134,-0.005553,-0.216577,-0.969265,-0.116704,0.004526,0.010311,0.003117,-13.628836,-37.606861,13.377970,,,,,,,
1558974945.245658,-1.073745,1.322294,-0.724800,-0.041581,0.042647,-0.005463,-0.216191,-0.969282,-0.117279,0.006245,0.014387,0.011948,-13.627623,-37.610268,13.369629,,,,,,,
1558974945.265648,-1.069905,1.321871,-0.727764,-0.044774,0.051146,0.012766,-0.216098,-0.969178,-0.118305,0.003802,0.010956,0.001820,-13.630741,-37.626030,13.322012,,,,,,,
1558974945.285641,-1.066552,1.320935,-0.730391,-0.032086,0.031015,0.025395,-0.216495,-0.968947,-0.119468,0.007968,0.012770,-0.010095,-13.662957,-37.637234,13.257198,,,,,,,
1558974945.305630,-1.061474,1.320035,-0.734544,-0.045845,0.059640,0.034198,-0.216646,-0.968724,-0.120990,0.008089,0.017171,-0.007931,-13.678281,-37.644814,13.219827,,,,,,,
1558974945.325592,-1.056908,1.318706,-0.737156,-0.064814,0.119995,0.037964,-0.217212,-0.968393,-0.122611,0.001636,0.016779,0.000190,-13.720478,-37.652992,13.152650,,,,,,,
1558974945.345597,-1.049464,1.317512,-0.742386,-0.074432,0.104176,0.028195,-0.217296,-0.968095,-0.124800,0.010555,0.010819,-0.002641,-13.793911,-37.665649,13.039088,,,,,,,
1558974945.365603,-1.044092,1.316517,-0.746470,-0.044841,0.044846,0.040461,-0.217455,-0.967845,-0.126450,0.015078,0.008357,-0.006744,-13.820864,-37.677544,12.976032,,,,,,,
1558974945.385568,-1.043164,1.315377,-0.746733,-0.007700,0.022495,0.068035,-0.218291,-0.967557,-0.127207,0.012191,0.009565,-0.006750,-13.846533,-37.688866,12.915651,,,,,,,
1558974945.405575,-1.045256,1.314473,-0.744412,-0.006679,0.001324,0.050750,-0.219313,-0.967329,-0.127189,0.001250,0.004987,0.005454,-13.907996,-37.670208,12.904028,,,,,,,
1558974945.425576,-1.044952,1.313434,-0.744757,-0.042852,0.001494,0.037911,-0.220143,-0.967065,-0.127760,0.001180,0.005456,0.000868,-13.934444,-37.661671,12.900423,,,,,,,
1558974945.445535,-1.043430,1.312310,-0.746066,-0.044926,0.016297,0.033781,-0.220888,-0.966778,-0.128642,-0.001463,0.005093,0.006098,-13.967628,-37.659706,12.870225,,,,,,,
1558974945.465558,-1.044150,1.311585,-0.745284,-0.011918,0.004454,0.003808,-0.221586,-0.966593,-0.128835,-0.008348,-0.003104,0.005132,-14.003059,-37.657314,12.838697,,,,,,,
1558974945.485548,-1.044884,1.311774,-0.744502,0.027473,0.001060,-0.006869,-0.221523,-0.966641,-0.128581,-0.002705,-0.002185,0.000147,-14.009602,-37.653511,12.842715,,,,,,,
