timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1558973833.673486,-0.116234,1.140218,-1.375098,0.002553,0.054910,0.066351,-0.048407,-0.908724,-0.414580,-0.011972,-0.012708,-0.010789,-4.972590,-46.683041,-0.155886,,,,,,,
1558973833.693457,-0.118377,1.138919,-1.372022,-0.083714,0.034198,0.050070,-0.049434,-0.908181,-0.415648,-0.000935,0.000177,-0.003252,-5.029318,-46.676891,-0.177082,,,,,,,
1558973833.713456,-0.118580,1.136953,-1.371441,-0.086961,0.000333,0.011308,-0.049730,-0.907357,-0.417409,0.006929,0.001503,0.004964,-5.069630,-46.672131,-0.261002,,,,,,,
1558973833.733440,-0.118901,1.136444,-1.371473,-0.007171,-0.020191,-0.002704,-0.049918,-0.907143,-0.417852,0.000007,0.015572,0.018591,-5.079553,-46.670654,-0.325270,,,,,,,
1558973833.753425,-0.118878,1.137660,-1.371892,0.098245,-0.018658,-0.020755,-0.049778,-0.907654,-0.416757,0.007969,0.010284,0.017008,-5.073545,-46.671410,-0.309946,,,,,,,
1558973833.773410,-0.118642,1.140728,-1.372777,0.149286,-0.037960,-0.026238,-0.049350,-0.908937,-0.414002,0.008777,0.004137,0.005586,-5.042094,-46.675426,-0.196770,,,,,,,
1558973833.793365,-0.118921,1.143394,-1.373508,0.125756,-0.066359,-0.014786,-0.049177,-0.910046,-0.411580,0.000242,-0.005939,-0.007472,-5.005510,-46.679771,-0.025129,,,,,,,
1558973833.813372,-0.122613,1.145200,-1.371323,0.052201,-0.074350,0.038463,-0.050496,-0.910793,-0.409764,-0.008602,-0.022725,-0.003566,-5.008755,-46.679405,0.054873,,,,,,,
1558973833.833339,-0.127463,1.145316,-1.367245,-0.014779,-0.031660,0.077254,-0.052469,-0.910841,-0.409410,-0.013693,-0.020068,-0.003844,-5.044976,-46.675411,0.107550,,,,,,,
1558973833.853347,-0.134643,1.144662,-1.359838,-0.034783,0.041397,0.090754,-0.055487,-0.910570,-0.409613,-0.018289,-0.003782,0.014868,-5.204699,-46.657875,0.103497,,,,,,,
1558973833.873333,-0.137500,1.145302,-1.354860,0.051746,0.125476,0.073480,-0.056577,-0.910835,-0.408875,-0.013369,-0.003808,0.026429,-5.294942,-46.647739,0.096262,,,,,,,
1558973833.893308,-0.138498,1.149565,-1.348378,0.278155,0.374882,0.130499,-0.056449,-0.912586,-0.404969,-0.007012,0.002155,0.044633,-5.363440,-46.639736,0.160503,,,,,,,
1558973833.913284,-0.141470,1.156710,-1.336052,0.406802,0.364813,0.211646,-0.056731,-0.915484,-0.398334,-0.001054,-0.012830,-0.016370,-5.581674,-46.611004,0.562422,,,,,,,
1558973833.933288,-0.146371,1.162981,-1.324176,0.289543,0.295605,0.170319,-0.057844,-0.917990,-0.392363,0.021559,-0.005213,-0.050233,-5.728853,-46.589546,0.807323,,,,,,,
1558973833.953247,-0.147716,1.165350,-1.316443,0.089197,0.207801,0.124476,-0.058052,-0.918926,-0.390134,-0.011711,-0.018970,-0.026843,-5.880104,-46.567207,0.988375,,,,,,,
1558973833.973229,-0.149951,1.164825,-1.311269,-0.068671,0.095486,0.094448,-0.058996,-0.918719,-0.390480,0.026235,-0.006192,-0.021614,-6.021766,-46.548347,1.023312,,,,,,,
1558973833.993242,-0.150046,1.161592,-1.310234,-0.176411,-0.000225,0.034724,-0.059476,-0.917438,-0.393409,0.009962,0.002765,-0.006600,-6.079130,-46.542526,0.945751,,,,,,,
1558973834.013211,-0.149718,1.157846,-1.311368,-0.183975,-0.053097,-0.006359,-0.059860,-0.915941,-0.396824,0.004333,-0.015425,0.033847,-6.092793,-46.544048,0.766039,,,,,,,
1558973834.033188,-0.149507,1.155665,-1.312718,-0.150871,-0.030043,-0.023194,-0.060073,-0.915063,-0.398811,-0.005494,-0.006659,0.032112,-6.079178,-46.548634,0.570732,,,,,,,
1558973834.053196,-0.147620,1.153248,-1.315042,-0.111369,0.001448,-0.031402,-0.059646,-0.914086,-0.401110,-0.005234,-0.007865,0.021075,-6.061045,-46.551876,0.493853,,,,,,,
1558973834.073179,-0.145076,1.151733,-1.317372,-0.104933,0.020455,-0.021607,-0.058825,-0.913470,-0.402631,0.005694,-0.005002,0.013303,-6.040005,-46.555344,0.418983,,,,,,,
1558973834.093155,-0.143631,1.149500,-1.318551,-0.117748,0.018441,0.000784,-0.058535,-0.912560,-0.404733,0.005114,-0.000954,0.016824,-6.013323,-46.559658,0.308832,,,,,,,
1558973834.113135,-0.143872,1.147536,-1.318034,-0.107216,0.002592,0.042279,-0.058890,-0.911755,-0.406491,0.001349,-0.000187,0.011853,-6.028271,-46.558319,0.199572,,,,,,,
1558973834.133134,-0.145974,1.146058,-1.315911,-0.087026,-0.003841,0.052910,-0.059940,-0.911146,-0.407700,-0.000378,0.008910,0.012070,-6.059248,-46.554455,0.161184,,,,,,,
1558973834.153120,-0.148382,1.145033,-1.313382,-0.033714,0.009577,0.024256,-0.061060,-0.910724,-0.408477,-0.006201,0.005588,0.007080,-6.127318,-46.545727,0.091751,,,,,,,
1558973834.173102,-0.148824,1.144621,-1.312692,-0.005002,-0.001151,0.019906,-0.061296,-0.910554,-0.408821,0.002244,-0.002883,-0.010032,-6.150808,-46.542645,0.084814,,,,,,,
